query_id,AP_vector,AP_bm25,AP_diff (bm25 - vector),abs_diff
89,0.16924474101893458,0.18453441982853747,0.015289678809602886,0.015289678809602886
79,0.069885138857778,0.05463409778627169,-0.015251041071506308,0.015251041071506308
10,0.2571654743822451,0.2721368425418948,0.014971368159649723,0.014971368159649723
181,0.2550961698872491,0.2699413110868304,0.014845141199581302,0.014845141199581302
82,0.36971618836213727,0.35519619269619274,-0.01451999566594453,0.01451999566594453
98,0.021686944891755027,0.03596007719549132,0.01427313230373629,0.01427313230373629
199,0.040365335874014516,0.05450264631878113,0.014137310444766613,0.014137310444766613
176,0.07282516500139775,0.08613207013318001,0.01330690513178226,0.01330690513178226
114,0.08164498824221046,0.06875545098469482,-0.01288953725751564,0.01288953725751564
47,0.3126482167856091,0.3252477150370238,0.01259949825141471,0.01259949825141471
102,0.39447601010101013,0.38189655172413794,-0.012579458376872188,0.012579458376872188
215,0.041050903119868636,0.05357142857142857,0.012520525451559933,0.012520525451559933
117,0.06458333333333333,0.05235042735042735,-0.012232905982905974,0.012232905982905974
135,0.6249271561771561,0.6366013071895426,0.011674151012386447,0.011674151012386447
69,0.07021707151436306,0.05855764070105305,-0.011659430813310008,0.011659430813310008
16,0.21012759170653908,0.19877450980392156,-0.011353081902617523,0.011353081902617523
171,0.48120300751879697,0.46990740740740744,-0.011295600111389525,0.011295600111389525
194,0.1767551892551892,0.16557381878166608,-0.011181370473523133,0.011181370473523133
51,0.6305228665723714,0.6195666548063807,-0.010956211765990709,0.010956211765990709
42,0.20780397022332506,0.1969967416760004,-0.01080722854732466,0.01080722854732466
32,0.024143336171880945,0.013565471463621482,-0.010577864708259463,0.010577864708259463
116,0.04959843200326276,0.039698916097264454,-0.009899515905998309,0.009899515905998309
74,0.13166008374341706,0.1218639073199696,-0.009796176423447461,0.009796176423447461
211,0.13412298134753364,0.1251462745783044,-0.008976706769229237,0.008976706769229237
207,0.01734082761198979,0.008475102914539888,-0.0088657246974499,0.0088657246974499
131,0.25786661255411253,0.266539124825696,0.008672512271583499,0.008672512271583499
223,0.46758703481392555,0.4595238095238095,-0.00806322529011605,0.00806322529011605
23,0.2253750223024432,0.2173129031171377,-0.0080621191853055,0.0080621191853055
38,0.04462347719839579,0.052507141782873815,0.007883664584478027,0.007883664584478027
109,0.03018983487410898,0.03762288755623676,0.00743305268212778,0.00743305268212778
68,0.12398553002782804,0.130573960180349,0.00658843015252096,0.00658843015252096
151,0.02720652507667266,0.0335415293667093,0.006335004290036642,0.006335004290036642
147,0.26811545680857546,0.2743129743727235,0.006197517564148047,0.006197517564148047
103,0.00472307169554876,0.010823289560472507,0.006100217864923747,0.006100217864923747
195,0.03544882049554947,0.04136904761904762,0.005920227123498149,0.005920227123498149
120,0.4281206447873115,0.4223434744268077,-0.005777170360503792,0.005777170360503792
196,0.18205654610925814,0.1869171260227387,0.004860579913480545,0.004860579913480545
123,0.09698275862068965,0.09215686274509804,-0.00482589587559161,0.00482589587559161
185,0.8250017955900308,0.8296957671957671,0.004693971605736258,0.004693971605736258
188,0.3966283323549202,0.39250708897470665,-0.004121243380213524,0.004121243380213524
30,0.05010126813195868,0.04628790727234302,-0.003813360859615658,0.003813360859615658
128,0.02888198757763975,0.02560013429578647,-0.0032818532818532815,0.0032818532818532815
152,0.009486474687982272,0.006409482727361699,-0.003076991960620573,0.003076991960620573
225,0.04367778278804199,0.04065347718415568,-0.003024305603886314,0.003024305603886314
87,0.016277266910522434,0.013318126502766214,-0.00295914040775622,0.00295914040775622
35,0.02921228719676359,0.02641116674858432,-0.002801120448179272,0.002801120448179272
29,0.36695870083405124,0.3696904411521811,0.0027317403181298383,0.0027317403181298383
153,0.013891595711971254,0.016541355111968015,0.002649759399996761,0.002649759399996761
71,0.039836305439031335,0.04243328458764347,0.0025969791486121357,0.0025969791486121357
127,0.11856889564336373,0.12103872701728668,0.002469831373922954,0.002469831373922954
139,0.0066191837701674045,0.009061009694193843,0.0024418259240264386,0.0024418259240264386
28,0.006909472779779947,0.005163203230836081,-0.001746269548943866,0.001746269548943866
3,0.6597222222222223,0.6580007002801121,-0.0017215219421101713,0.0017215219421101713
83,0.01268040957967169,0.011037659660841578,-0.0016427499188301116,0.0016427499188301116
56,0.1228504754184943,0.12444026887593482,0.001589793457440522,0.001589793457440522
125,0.293411316579395,0.29184270060005385,-0.0015686159793411592,0.0015686159793411592
17,0.5097087378640777,0.5085470085470085,-0.001161729317069149,0.001161729317069149
2,0.19573646857770408,0.19679381858445713,0.001057350006753055,0.001057350006753055
216,0.002066115702479339,0.0027247956403269754,0.0006586799378476365,0.0006586799378476365
9,0.02615159496634475,0.026796123854947385,0.0006445288886026343,0.0006445288886026343
111,0.24461728747443032,0.24398244146143305,-0.0006348460129972644,0.0006348460129972644
19,0.007028879207676876,0.007526201886532056,0.0004973226788551801,0.0004973226788551801
175,0.05360417139828903,0.05314580004327527,-0.00045837135501376053,0.00045837135501376053
124,0.00408559598483724,0.004536015181415002,0.0004504191965777615,0.0004504191965777615
93,0.5,0.5,0.0,0.0
13,0.007920330004542155,0.007920330004542155,0.0,0.0
44,0.002513338261005369,0.002513338261005369,0.0,0.0
22,0.0017123287671232876,0.0017123287671232876,0.0,0.0
31,0.0007686395080707148,0.0007686395080707148,0.0,0.0
